"ID","IV","DV"
1,3.97697342932224,7.05732100950334
2,4.45871964748949,7.31225828141971
3,3.07084307726473,7.01346183466142
4,4.66963251587003,7.46191826474371
5,2.04706876538694,7.20846532196845
6,1.95903543941677,7.01123933498305
7,2.43901952449232,7.02164067121089
8,4.20918653532863,7.3679879825887
9,1.02545187994838,6.80772522172712
10,2.39711990673095,7.12975903130466
11,4.23415789287537,7.29420991888815
12,4.94855829514563,7.31204014832464
13,4.19280560314655,7.16888255489635
14,1.00661774910986,6.82666172937285
15,3.48236506432295,7.22511439959425
16,4.73631736170501,7.44420341392047
17,2.23075970448554,6.68323449471362
18,1.98897537402809,6.82409541784189
19,1.97333887219429,6.87320162963377
20,1.60980652738363,6.5706072188632
21,4.22522163763642,7.0947902563395
22,4.45997297298163,7.65074415849255
23,4.10428705625236,7.08539698869027
24,2.74203946068883,7.12625596005876
25,3.18168357200921,6.97338729779931
26,2.20482180919498,6.9030741441703
27,4.10316379088908,7.38826067357378
28,3.66106801386923,7.00496151669782
29,3.14897778723389,6.90423175063072
30,1.84395104739815,7.00311038536267
31,1.07690141350031,6.80406798370972
32,3.58336696960032,7.05946840834488
33,1.92833597864956,6.66982084537763
34,3.56379169877619,7.22123030979064
35,1.15980537515134,7.3123141467866
36,2.01040947902948,7.21219227305905
37,1.8591344775632,6.77060628228448
38,4.29585170652717,7.47651577978901
39,2.17555916681886,6.59311934714211
40,3.23266739211977,6.59812573076307
41,4.25320319738239,7.57592473068983
42,2.43905179388821,6.98343121930003
43,1.13019748684019,6.75565872954807
44,3.77967765834183,7.43119143294219
45,4.35368246119469,7.20239627061116
46,2.64980899728835,6.40899691995755
47,4.47591992653906,7.35353030538772
48,2.12546715419739,6.91006115945698
49,1.72214031871408,6.68994848314915
50,3.3318245401606,7.12905044089227
51,1.51940422598273,6.9859012337511
52,1.77107652276754,6.90458677714815
53,1.35536543466151,6.61427613340856
54,3.16275155823678,6.85467135867063
55,3.93632921855897,7.13364062077379
56,2.75499882921576,7.09522122939778
57,4.68476173095405,7.24123232780346
58,4.27602092176676,7.20943571627402
59,3.4835130404681,7.34329097919678
60,3.84909459389746,6.92702468801669
61,2.66649539396167,7.01011974828863
62,3.32148119900376,7.35908366141882
63,3.12201148737222,7.0353396190516
64,3.1920018568635,6.98258901771689
65,3.81331112794578,7.14446086755197
66,4.68059829995036,7.17537709504094
67,4.07155542261899,7.31126564976886
68,3.0372665822506,6.77173855666913
69,3.69387640990317,7.09796405049888
70,3.32443648483604,7.31724593257322
71,4.85530250798911,7.42924179920859
72,4.50176247209311,7.17517998742501
73,1.82444765698165,6.65181131154977
74,3.339942779392,7.22094590831934
75,4.03020273521543,6.8951616653119
76,1.0733235348016,6.19852543405683
77,3.44563634321094,7.20456965248424
78,3.92588230408728,6.73378660289521
79,2.24304829631001,7.13603064887015
80,2.36367716360837,6.8735414967254
81,1.847561635077,6.81504109310986
82,4.41099941171706,7.09320987015756
83,1.30485985428095,6.51260359777658
84,1.51077534165233,6.72367345163473
85,1.72110143583268,6.71561155966729
86,2.63737352564931,7.28354997629498
87,2.71077256277204,6.97944899493909
88,4.66538371238858,7.33297346026222
89,4.4609144506976,7.4886821114744
90,4.76341313309968,7.3432834658456
91,2.50762357842177,6.92054450229187
92,4.64339853450656,7.11067433774835
93,2.883136020042,6.83421985162016
94,2.84975451137871,6.88087898692307
95,4.26960237789899,7.16450597069098
96,4.42406219895929,7.25345830361453
97,2.11823937203735,6.99145351280745
98,2.59182846359909,7.1936236529766
99,2.28323881328106,7.10061615542954
100,3.57564507424831,7.5554711602664
101,1.10295265167952,6.70499688195708
102,4.5572475483641,7.57765077364154
103,2.91840024292469,6.98823569013843
104,1.65364766865969,7.00611718095089
105,1.61666079983115,6.56372148905512
106,2.9093967070803,6.99250947492563
107,1.41359175276011,6.60135752683236
108,2.07843589317054,7.07003476379568
109,2.76105999294668,6.76658803404417
110,4.07824133709073,7.13147503650921
111,3.37901086360216,7.28456353228357
112,4.88084838818759,7.59188880710764
113,2.45547246653587,7.200711451211
114,4.27629950921983,7.06411287697014
115,2.47626521345228,7.24629873762021
116,1.3095203274861,6.75482772736846
117,1.66209798492491,6.71875621916289
118,4.37895419541746,7.50138478120172
119,4.55657461564988,7.34839281801324
120,3.08247236255556,6.9549695904419
121,3.13763468526304,7.05787579446899
122,3.43222424853593,7.08666569171421
123,4.61143616400659,7.51073644701986
124,2.44054191093892,7.02035250557264
125,4.76755318325013,7.4245850238006
126,2.7507525542751,7.01957183804384
127,2.02707127202302,7.25841694822679
128,1.6602374073118,6.79831741879526
129,4.19039426278323,7.08608224116357
130,4.58821413759142,7.42032453215936
131,2.349206244573,6.73393115519184
132,1.90388640295714,6.93880826277227
133,1.88072228431702,6.81054252129488
134,3.22129228897393,6.85441809224327
135,4.2959115523845,7.37343093512643
136,2.31249449960887,6.6261744479683
137,4.07474928535521,7.07955264912698
138,2.97760159522295,6.76631827737183
139,2.98815438803285,7.09376107341175
140,3.71403084136546,7.47511527518283
141,2.58449639007449,6.85745634833308
142,4.12776327691972,7.36768173399047
143,1.00983078125864,6.43613022363617
144,2.14194876607507,6.59692982607502
145,3.62928990740329,7.04206882848026
146,1.71920967008919,6.8702602689824
147,2.92100117262453,6.91489930421514
148,2.95888546854258,7.23511816848823
149,1.61502428166568,6.58171480734272
150,1.56602656841278,6.70754707886755
151,1.93016143981367,7.07470884975318
152,3.9799061268568,7.29433181347896
153,4.32002949994057,7.30917111886838
154,3.10076742619276,7.17756931225412
155,1.32705323025584,6.92272876072152
156,3.26340227480978,7.45453222052338
157,3.72475952841341,6.97171978151119
158,2.37586042098701,7.02348884268301
159,4.88846594560891,7.31008005153226
160,4.9368544574827,7.54977526717029
161,4.92887386493385,7.37159604842853
162,1.706717800349,6.88636946656316
163,1.29359076824039,6.46698384925661
164,3.52019121777266,6.8779760658822
165,3.28841830510646,7.32002064270852
166,3.69456250686198,7.21198712454384
167,2.65018929820508,6.74135242873475
168,2.00159783568233,6.78406368328789
169,1.66517630685121,7.18261731866132
170,3.12963118124753,7.35101860435949
171,1.13199350424111,6.81924885136544
172,3.585115339607,6.80705137080032
173,1.09543149638921,6.64590766453361
174,3.66788635868579,7.53150088169107
175,2.04861369915307,6.83619845874385
176,2.81825469434261,7.3123698740898
177,4.42608593218029,7.23266664688369
178,1.42988819163293,6.80488332146875
179,4.96560168638825,7.49667762872425
180,1.4020390175283,6.56138713341745
181,4.72762106824666,7.43920084492244
182,1.01841726340353,6.68554408480841
183,4.01075888145715,7.32055571646436
184,2.13771969079971,6.91014306885087
185,1.52452735230327,6.64115286243353
186,3.27565061859787,6.82807672540121
187,4.64166478253901,7.30230679882994
188,1.82772201765329,6.86835378770124
189,1.02027208916843,6.73336642671216
190,3.37882918119431,6.78650996720515
191,4.76139935012907,7.57202122480081
192,1.48683162312955,6.75789204277692
193,3.91620062757283,6.90787476868321
194,1.90652331709862,6.17360459094035
195,3.29927311372012,7.059677898713
196,3.94344188086689,7.05123222461238
197,2.7891636909917,7.05061977908467
198,4.04924454260617,7.24864088826897
199,2.99626373499632,7.08138208505571
200,1.62736795656383,6.77515399837708
201,1.68112961389124,6.57345738139596
202,3.07295634131879,7.33077307698387
203,4.9885302297771,7.43210058537474
204,4.86667354870588,7.33535190262659
205,3.75651875138283,7.16705099635981
206,2.86666325945407,6.75388407966082
207,1.98980853985995,6.52802071116671
208,3.94443023670465,7.5448440628472
209,2.25821679644287,6.81916298702929
210,1.8437940068543,6.59659417115921
211,3.45489009376615,7.15329425720657
212,2.62417607195675,6.99515645897069
213,4.96285365708172,7.55322912920872
214,2.30258476082236,6.96582308311121
215,2.50354074407369,6.51682035280298
216,1.77660272549838,6.60171359297563
217,4.48116110917181,7.12651524054468
218,4.69076031073928,7.1567485433806
219,3.2961837016046,6.98635162032943
220,1.85661174636334,6.4075732073993
221,4.14291503839195,7.32878961197676
222,4.05026022717357,7.06564292438683
223,2.47598239034414,6.84754175163008
224,1.13703398127109,6.41380906913074
225,4.289485367015,6.96581240226961
226,2.17614276986569,6.81578059774972
227,3.55465372279286,7.28579794529866
228,2.49466668721288,6.97868126614492
229,3.67707802634686,7.3120318293426
230,4.92495383508503,7.52102716045009
231,2.85889726132154,6.92510807873252
232,1.81919845379889,6.75176724607936
233,1.96446502022445,6.85414339227782
234,4.96341849677265,7.38351248762691
235,1.85829009022564,6.72446554646617
236,2.96924336347729,7.30749262629196
237,1.3834370393306,7.01530294294513
238,2.01814535725862,6.99892588074593
239,2.37671180255711,6.83243216332956
240,1.13714803010225,6.65042238811271
241,1.71347265038639,6.54670518675641
242,1.35556027945131,6.77932383280878
243,2.6124249920249,6.85016226352893
244,4.56064127199352,7.51548132908996
245,3.3946665674448,7.38747037870347
246,3.59681043960154,6.99085507365842
247,3.55294409766793,7.33785781167221
248,4.60968443378806,7.3675216808728
249,2.79185878206044,7.38578876405415
250,2.47740190569311,6.83441740290097
251,3.92339840065688,7.30216773113046
252,4.35047408100218,7.09632310006982
253,3.42313918750733,7.18800922339285
254,2.91319378092885,6.89245923319147
255,4.88944432791322,7.17899908222273
256,3.98547469452024,7.26761779389108
257,4.89009164460003,7.47057772331913
258,2.75887408945709,7.05248838616673
259,1.93506287876517,7.03211061506688
260,1.44776941649616,6.58647066462015
261,4.88550251722336,7.32728177316129
262,1.81038321182132,6.77450485397939
263,2.62818619329482,6.99207564755446
264,3.7665624236688,6.66335562224663
265,1.11471899505705,6.90357563616085
266,2.40587641950697,6.96022705505243
267,1.50132943503559,6.72353669259095
268,2.71971210092306,7.112375839945
269,3.35261187702417,6.98766481868978
270,2.85767101682723,7.12907900638326
271,2.40674278885126,6.94847353662591
272,1.575489660725,6.67304957222705
273,1.67155959364027,6.53893111172991
274,4.70748709701002,7.25536512463926
275,3.4348848676309,7.36344400815676
276,2.53628427535295,6.47594827483955
277,2.16599041409791,6.95018986801416
278,2.1071220934391,6.6704902432115
279,1.28846319019794,6.49824066395883
280,2.16820511966944,6.74535875160599
281,1.82185081578791,6.74696457548638
282,4.33882853481919,7.60966566018547
283,4.53049987182021,7.05530418114901
284,1.54597110301256,6.85019862645336
285,4.86839383654296,7.11500338469119
286,4.09022997226566,7.44058047835678
287,4.53456926625222,7.4528012515427
288,2.94435986503959,6.96248406550546
289,2.95196020416915,7.06336106377309
290,3.87161444593221,7.48866874840638
291,4.25499659124762,7.42908283445821
292,4.55959478765726,7.49596978051938
293,4.5095666795969,7.15236466451304
294,4.36012248694897,7.21195931692754
295,1.16316135693341,6.60995640287726
296,1.82967346254736,6.71225102387813
297,4.96258736681193,7.44511630528028
298,3.01271898020059,6.85310421245737
299,2.86034055799246,7.2206062996514
300,2.30626487638801,6.96807698346869
301,4.07642511930317,7.66012657268725
302,1.99553730152547,6.71965520428531
303,1.89575294125825,7.18354322637827
304,3.83145978394896,7.04897810479781
305,2.50929392687976,6.78530188393687
306,3.28885662555695,6.93170712335458
307,2.45033107511699,7.14674563728347
308,2.66326716914773,7.35229209365617
309,4.4413225017488,7.324091949061
310,4.598857389763,7.66061036524309
311,1.32217590976506,7.0659364562097
312,2.70573266036808,7.22955198228753
313,2.64705858845264,7.15058653776462
314,1.61507804784924,6.6959794162084
315,4.22855429816991,7.43464511082377
316,3.23820299841464,6.85567804316698
317,4.6459362860769,7.15605616551993
318,2.52982712443918,6.89881670308137
319,4.10048874281347,7.33412138665458
320,4.812000984326,7.26860455161952
321,1.9919601297006,6.78746773421642
322,1.64892480615526,6.79223035788645
323,4.8064745189622,7.71975083489314
324,3.85290554445237,7.57358301047914
325,4.99162045773119,7.31743252713566
326,2.38376602903008,7.03185006895843
327,1.54660371690989,6.72264764492867
328,2.07876270357519,6.68935700201342
329,2.463194754906,7.41803030910648
330,2.16591503843665,6.62300568090082
331,3.26504485402256,7.24970459086248
332,3.26854337844998,7.60235205910502
333,3.01892703399062,6.9911914706171
334,4.15118930395693,7.42737402402214
335,2.12350733298808,6.50243725765161
336,2.43843835406005,7.03839173952979
337,3.76407273858786,7.42597940492129
338,2.78174158465117,6.87491081596786
339,2.86519340798259,6.79056834134665
340,1.18091047275811,6.77545236263431
341,3.00068924762309,6.8854393226249
342,1.15811212640256,6.45514164985385
343,1.17004188988358,6.54547993591792
344,2.46458086930215,6.73274953789381
345,2.3596369754523,6.91224480609007
346,1.53598377481103,6.83011009380874
347,3.82954087946564,7.11253847526607
348,4.03802555706352,7.46914982600302
349,3.41660300735384,6.78555121713807
350,4.64328927360475,7.14201082159196
351,2.95441338513047,7.11156077928917
352,4.08665775228292,7.26371555076549
353,3.14848769456148,7.0614949990764
354,4.21416455507278,7.6372419540415
355,1.70286810956895,6.95760208072041
356,3.38862860482186,7.39527434353931
357,1.50816336646676,6.7326614583324
358,1.24822875671089,6.87077064210262
359,3.78590480610728,7.0481891306056
360,3.12861855980009,7.09868015534789
361,4.14853051211685,7.45124263132633
362,2.57368262112141,6.80513204163167
363,4.48757686745375,7.62133430476153
364,4.76506949868053,7.16728357156159
365,2.64493135176599,6.87922585627069
366,1.53524929285049,6.70559513655266
367,4.5654081068933,7.62657516812256
368,1.00820244848728,6.43833303144785
369,4.49474546872079,7.22366290160113
370,2.41726155672222,6.70613908990308
371,1.28560684993863,6.92460755430337
372,3.41262337751687,7.13960277105494
373,3.63506347313523,7.13617866725537
374,4.78888092376292,7.53624508659812
375,1.12098733242601,6.69493400964327
376,3.34601979795843,7.37239487181319
377,2.35655917972326,6.8956573703841
378,1.61604171339422,6.80265999734362
379,3.68996352609247,7.14906784254973
380,2.11258710641414,6.89994596994052
381,2.80088463332504,6.92839042541316
382,1.76690832898021,6.85023014425549
383,4.53970667719841,7.30558650719138
384,3.5013238331303,7.2095601261937
385,3.89630166627467,7.45256828354168
386,3.91307336557657,7.59596349868656
387,4.93261035438627,7.24154672915985
388,2.93213974125683,7.11628827078784
389,4.75212288554758,7.30550273154923
390,3.65207956545055,6.97844700106819
391,2.88202085532248,7.26617215762655
392,4.81663525104523,7.35011200105482
393,3.39673427399248,6.91245006415044
394,4.84214389137924,7.17125312731751
395,4.90161617938429,7.61424576478637
396,2.36204166058451,7.16852853807384
397,3.77581945899874,7.37664823942842
398,2.96384987980127,7.13982193132243
399,2.26823422405869,6.78464441836314
400,4.72646651044488,7.4081723425216
401,1.86840667575598,6.60940527523603
402,3.04690159205347,6.90217984528525
403,4.45203685108572,6.78194468771893
404,1.53225880954415,6.77108191795627
405,1.65443562157452,6.95769407658752
406,2.24243174586445,6.79743594915249
407,1.80371055472642,7.01351930798149
408,1.58215009793639,6.82511822750533
409,1.39216967206448,6.66746422583109
410,3.3681297050789,6.87520611935427
411,4.60233525838703,7.28633506109082
412,2.4576475629583,6.45618233988401
413,2.19486718066037,6.95101547978437
414,1.06130353733897,6.3821219570561
415,3.32853578682989,6.83822099416562
416,3.59425311442465,7.12819943836819
417,2.88311628066003,7.31856645901198
418,1.78488038573414,6.64151313091122
419,2.44061602372676,6.66334584364363
420,3.00831681396812,7.06262621982296
421,2.29784370120615,6.92305335711948
422,2.38521795999259,7.04635241238547
423,2.92989149969071,6.80045489892088
424,4.07789740804583,7.20964316705246
425,2.92475919611752,7.18868688602617
426,4.73119972925633,7.42624989591383
427,4.85761483665556,7.05389381916946
428,4.78776116855443,7.34862878176785
429,4.1960085015744,7.19865991984708
430,3.89933077525347,7.38184552222811
431,3.54691480007023,7.18578313724574
432,4.89356947038323,7.66312690060024
433,4.67656072415411,7.26339100964838
434,3.73125630896538,7.34218990306978
435,1.30438383948058,6.31336585099423
436,1.013636700809,6.59744042801147
437,3.32681630924344,7.25929584620124
438,1.83235274907202,6.7569149307182
439,2.46669722441584,7.02900087021573
440,4.01813085284084,7.30404505043969
441,2.83800488431007,7.01954791054885
442,1.88593445904553,6.42994412285914
443,3.15204220637679,7.27389340041768
444,3.28906860295683,6.93203089250329
445,3.76554857660085,6.81588779123385
446,1.56084291264415,6.63819810952013
447,1.86524297203869,6.60275806315909
448,1.93584603443742,6.88817598306805
449,1.56824345793575,6.86517014446106
450,2.49675579089671,6.78070010971545
451,1.43451974075288,6.82489513775582
452,4.70602255128324,7.41635686054259
453,1.58019131328911,6.78491820814633
454,2.66206293925643,6.93442986208654
455,4.26961592398584,7.15209497290834
456,4.39002447668463,7.34842929122519
457,3.54339776467532,7.16342671969847
458,3.43925142008811,7.2134536318836
459,3.4210893176496,7.50619551795498
460,4.15214515756816,6.88158785712352
461,1.95278527680784,6.77086544545735
462,3.45008546486497,7.43090286429546
463,2.31601396482438,7.09089214259336
464,1.27744070719928,6.28286389837811
465,1.3973800605163,6.34820307171301
466,2.15960209257901,6.77202771867682
467,1.65192310605198,6.5943935253173
468,4.0808333074674,7.54154674642287
469,3.7044822582975,7.25047878307374
470,2.54612070694566,6.78566199361173
471,4.70989414770156,7.01103275314604
472,3.75443662516773,7.39599837818982
473,1.17924291081727,6.66349539524298
474,2.65640749409795,7.07872537679467
475,2.98960392083973,6.93841741308781
476,3.49805637914687,7.17420596676871
477,2.63817076198757,7.08180282448625
478,4.2068768562749,7.36892906974312
479,3.25930938031524,7.19352040465906
480,2.76978576462716,7.07673349898324
481,3.05377360153943,7.05403177770259
482,4.3703983752057,7.19388029081274
483,1.43823827989399,6.69031679644752
484,2.84296338167042,6.57040558694707
485,2.48194541968405,6.73765208232349
486,2.48205151502043,7.44315590473631
487,3.05941372085363,7.36247563441722
488,2.91385011002421,7.39714782726184
489,1.35871585458517,6.49324007916026
490,3.64470452070236,6.96999485672728
491,2.16346294526011,6.65432026289248
492,3.94810306467116,7.49651851475851
493,3.61355308163911,7.22407424167013
494,3.20463174488395,7.15817379293825
495,3.84197633992881,7.15439245824634
496,3.63342676497996,6.86914364493426
497,1.68919526133686,6.76555851781089
498,3.99433587677777,7.27009090487832
499,4.10200969409198,7.47503975628605
500,3.71508655603975,7.34743863304107
501,1.1448706286028,6.79943207044118
502,2.16931450366974,6.70107483169191
503,1.94902547542006,6.84793445447871
504,3.75350418686867,6.9949380236302
505,2.92233194410801,6.85932362470437
506,3.35235840454698,7.05637116645459
507,1.33993814047426,6.8609270903842
508,4.81181013584137,7.42762160691357
509,3.37535066343844,7.05014103669999
510,4.15678319707513,7.1261102591145
511,3.64180742297322,7.15176571546998
512,3.26508036255836,6.85724173975833
513,2.48663005419075,6.65113656482858
514,1.45357206091285,6.91954917684576
515,4.25231813732535,7.6123817835113
516,1.96911194175482,6.80173365691278
517,1.8274320345372,6.60664560291254
518,1.82236327696592,6.6166218721583
519,3.75551129225641,6.93122049358225
520,2.3273594956845,6.74667628452308
521,3.65648239757866,6.88113467571349
522,3.5353413708508,7.38346261873075
523,2.10075249616057,7.03484074908996
524,3.79069828893989,7.0363140927011
525,4.48518590629101,7.23869078767529
526,3.9918926525861,7.1864054976663
527,4.53191061317921,7.23802217480152
528,2.15723579190671,6.89422479145152
529,2.15614000614733,6.86237260113521
530,2.52246007230133,7.0124833557974
531,4.72514551319182,7.28325982198454
532,3.13276007492095,6.59937696837652
533,1.85408642608672,6.45822415294567
534,2.95253978390247,6.80749943288237
535,1.86174447089434,6.7622180698778
536,2.37068342510611,6.98729131471296
537,2.93141280766577,7.12021317465364
538,3.03602689970285,7.15064436067648
539,3.44709066301584,7.25385877286203
540,3.92692202329636,7.31521062942315
541,1.85837539844215,7.00592654811208
542,3.56852047052234,7.13985542310964
543,3.37103240657598,7.54390575786026
544,4.31422561686486,7.46842371999943
545,2.77661290112883,6.97610057642508
546,1.77676927950233,6.96061132876989
547,3.18408670648932,7.04765542875269
548,3.12057671323419,7.05634642604088
549,3.21070445980877,7.03774949692882
550,4.53363716974854,7.68146766721281
551,3.38261229265481,7.66470213781897
552,2.40972599759698,6.99358243531878
553,1.86624201852828,6.95580466652399
554,3.09831334743649,7.07821219829803
555,3.18239928409457,7.20839033583143
556,1.00417382176965,6.78235785579748
557,4.33284540008754,7.61957222829378
558,3.80626205075532,6.73895610199177
559,1.01849690265954,6.59534357065084
560,2.67558477073908,6.89825527265591
561,1.93783865123987,6.26619520355677
562,3.83119455911219,7.53594257993114
563,2.38878963887691,6.64334233754414
564,2.9833357911557,7.18477744588771
565,1.29102270398289,6.57833126959825
566,4.9578177947551,7.42187154414987
567,3.49217718467116,7.03103041986629
568,1.66095676831901,6.88525823439491
569,1.9113306524232,6.80959809701087
570,1.25283027999103,6.49150493027877
571,1.97045605815947,6.80135770704133
572,3.83287801127881,7.5959960077739
573,4.09882105328143,7.39737455483825
574,1.77493473794311,7.06728274878846
575,1.20063700340688,7.1464109637986
576,2.46036876179278,6.9861299719757
577,4.4472879068926,6.88788075988767
578,3.43797825183719,7.0976923693119
579,1.2428837614134,6.85350110488572
580,3.84848549868912,7.37189386107138
581,1.73991847131401,6.7697724759239
582,1.05852658301592,6.87115595415251
583,2.79863380920142,7.00156878222329
584,2.55850387644023,7.15302082703272
585,4.90470192208886,7.367826997935
586,3.92614835873246,7.17882619920239
587,2.18268651608378,7.06378313414957
588,3.17165973316878,7.14512330824622
589,4.36571051925421,7.10701299163309
590,3.42959172558039,7.39103282324418
591,2.08425842691213,6.97020653646105
592,3.58461748808622,7.28178087062936
593,3.78125812951475,7.15093485992688
594,3.78601178340614,7.08961276908442
595,1.29964563809335,6.94188902256641
596,2.69857673719525,7.16812762918442
597,3.67971921805292,7.16361949651754
598,4.65733834169805,7.51049500317465
599,1.77797182556242,6.4840039855015
600,4.6699284594506,7.59706075765896
601,2.31411882396787,6.90913566437072
602,1.71521408855915,6.56897824935169
603,3.20894964598119,6.93211984409721
604,2.824507326819,7.06229533913225
605,3.18107393011451,7.10122050065539
606,3.19762441143394,7.28482160595943
607,4.65767539758235,7.51924193997416
608,2.44331105239689,6.80191698848074
609,3.04952337034047,7.34276554797789
610,3.39221745729446,7.20559639520176
611,2.54847768507898,7.38935085758853
612,2.25442602206022,7.13725453925775
613,3.94688756763935,7.29054109926715
614,2.3848585234955,7.27316930243627
615,3.64290181547403,7.41398625966763
616,3.52061304356903,7.22364108279909
617,3.92255725990981,7.53936434625833
618,1.64077550545335,6.72325178947939
619,1.17265360336751,6.86293957764729
620,2.78854159358889,6.56044932192341
621,2.03406342957169,6.77637268881107
622,2.47681825421751,6.96518298448304
623,4.00530837941915,7.3927373931017
624,4.37156203389168,7.30629314544175
625,1.41482486575842,6.52345730401923
626,2.52735136449337,6.86043328643964
627,3.13487646263093,7.18487983411408
628,4.67593964748085,7.35970973177122
629,1.79342335741967,6.85360688979899
630,3.48587861843407,7.13490997695371
631,1.52452127821743,6.70408765327179
632,2.11841830983758,6.79631856287799
633,3.35561180394143,7.07483537367429
634,1.12871667649597,6.65645241276105
635,3.00722111202776,7.10817166262011
636,2.1722911586985,6.67580744372601
637,1.08614665828645,6.78759086495427
638,3.83117843326181,7.36007073778126
639,1.71761368121952,6.62498238094913
640,4.65414313133806,7.50267693830732
641,3.15434608701617,7.03613702677773
642,4.07611521333456,7.06101386922138
643,3.21260845661163,7.03957307882559
644,1.18513774033636,6.54949258572145
645,1.73206105269492,6.64342916077932
646,4.07468286436051,7.03586138292864
647,1.882612622343,6.62121328683789
648,3.86036888882518,7.43988058876265
649,3.53363925777376,6.92889390846678
650,1.41771043930203,6.53828114632431
651,3.90330773405731,6.93571228074929
652,2.72662561386824,7.1078911772595
653,1.89761334378272,6.85205866479576
654,2.59928907454014,7.31014855417443
655,3.92485870607197,7.0900734231735
656,3.46466295421124,7.20555570847582
657,2.13159071840346,6.97631703818818
